team_name,match_id,player.name,starting_position,most_time_position
Australia,7562,Mathew Leckie,Right Midfield,Right Midfield
Australia,7562,Mathew Ryan,Goalkeeper,Goalkeeper
Australia,7562,Mile Jedinak,Right Center Midfield,Right Center Midfield
Australia,7562,Robbie Kruse,Left Midfield,Left Midfield
Australia,7562,Tim Cahill,Center Forward,Center Forward
Australia,7562,Tom Rogić,Center Attacking Midfield,Center Attacking Midfield
Australia,7562,Tomi Jurić,Center Forward,Center Forward
Australia,7562,Trent Sainsbury,Right Center Back,Right Center Back
Belgium,7536,Anga Dedryck Boyata,Center Back,Center Back
Belgium,7536,Axel Witsel,Left Center Midfield,Left Center Midfield
Belgium,7536,Dries Mertens,Right Attacking Midfield,Right Attacking Midfield
Belgium,7536,Eden Hazard,Left Attacking Midfield,Left Attacking Midfield
Belgium,7536,Jan Vertonghen,Left Center Back,Left Center Back
Belgium,7536,Kevin De Bruyne,Right Center Midfield,Right Center Midfield
Belgium,7536,Moussa Sidi Yaya Dembélé,Left Wing Back,Center Defensive Midfield
Belgium,7536,Nacer Chadli,Left Center Midfield,Left Center Midfield
Belgium,7536,Romelu Lukaku Menama,Center Forward,Center Forward
Belgium,7536,Thibaut Courtois,Goalkeeper,Goalkeeper
Belgium,7536,Thomas Meunier,Right Wing Back,Right Wing Back
Belgium,7536,Thorgan Hazard,Right Wing,Right Wing
Belgium,7536,Toby Albertine Maurits Alderweireld,Right Center Back,Right Center Back
Belgium,7536,Yannick Ferreira Carrasco,Left Wing Back,Left Wing Back
Belgium,7552,Anga Dedryck Boyata,Center Back,Center Back
Belgium,7552,Axel Witsel,Left Center Midfield,Left Center Midfield
Belgium,7552,Dries Mertens,Right Wing,Right Wing
Belgium,7552,Eden Hazard,Left Wing,Left Wing
Belgium,7552,Jan Vertonghen,Left Center Back,Left Center Back
Belgium,7552,Kevin De Bruyne,Right Center Midfield,Right Center Midfield
Belgium,7552,Marouane Fellaini-Bakkioui,Center Forward,Center Defensive Midfield
Belgium,7552,Michy Batshuayi Tunga,Left Center Forward,Left Center Forward
Belgium,7552,Romelu Lukaku Menama,Center Forward,Center Forward
Belgium,7552,Thibaut Courtois,Goalkeeper,Goalkeeper
Belgium,7552,Thomas Meunier,Right Midfield,Right Midfield
Belgium,7552,Toby Albertine Maurits Alderweireld,Right Back,Right Back
Belgium,7552,Yannick Ferreira Carrasco,Left Midfield,Left Midfield
Belgium,7552,Youri Tielemans,Right Center Forward,Right Attacking Midfield
Belgium,7570,Adnan Januzaj,Left Wing,Left Wing
